N,P,K,temperature,humidity,ph,rainfall,label
16,75,17,26.878389,30.876533,5.403138,145.289437,pigeonpeas
16,67,24,20.107864,60.577629,5.729013,162.069109,pigeonpeas
21,58,16,19.409839,37.425868,6.492658,186.985967,pigeonpeas
35,72,16,23.783749,42.392275,5.249871,146.650623,pigeonpeas
28,63,18,34.571112,61.571714,5.423387,190.516729,pigeonpeas
38,63,18,28.112683,67.644833,7.128958,101.282476,pigeonpeas
24,68,20,21.877261,64.352671,6.530822,182.169921,pigeonpeas
36,73,19,30.210935,36.414616,6.520936,109.717858,pigeonpeas
32,60,16,21.30569,30.079685,6.656219,170.564115,pigeonpeas
27,59,15,18.382579,36.629927,7.172567,116.569053,pigeonpeas
23,57,17,28.384491,54.310107,5.236057,96.350538,pigeonpeas
24,60,17,37.197256,54.652019,6.170635,135.735261,pigeonpeas
25,68,21,32.042922,36.867756,6.000338,135.31539,pigeonpeas
36,70,20,20.307893,54.225516,4.851612,127.092723,pigeonpeas
18,72,17,25.837187,65.826991,5.112949,145.858557,pigeonpeas
25,55,22,19.380918,48.970201,6.182035,159.12691,pigeonpeas
32,61,15,32.468873,51.426264,7.008353,180.35272,pigeonpeas
36,67,18,33.831164,48.051765,5.050327,184.047142,pigeonpeas
37,66,15,25.756522,62.141506,7.205322,112.382002,pigeonpeas
16,76,18,28.835219,68.722632,4.699694,161.314981,pigeonpeas
16,64,23,26.669445,69.887294,6.177178,125.327837,pigeonpeas
20,63,18,19.374274,44.782968,5.892716,169.501153,pigeonpeas
31,72,15,22.353348,56.467372,5.951968,90.584482,pigeonpeas
35,74,20,19.329267,60.660602,6.251141,176.015597,pigeonpeas
33,75,20,20.80649,56.846299,6.361421,171.647851,pigeonpeas
19,59,23,32.999556,66.32914,6.776146,155.687084,pigeonpeas
31,77,20,30.647826,36.259069,5.921764,168.803682,pigeonpeas
21,60,18,22.830013,38.596505,5.774553,189.862237,pigeonpeas
27,59,15,31.923123,45.311951,6.965493,162.546185,pigeonpeas
34,61,21,23.28124,67.562739,6.409123,125.696298,pigeonpeas
21,59,21,22.374312,53.812131,5.293905,162.816584,pigeonpeas
35,74,22,21.754448,33.535398,6.596846,130.518194,pigeonpeas
25,55,17,18.673528,65.167431,5.23019,151.307089,pigeonpeas
15,71,18,35.958384,65.524728,5.475872,189.105699,pigeonpeas
39,75,23,22.980175,53.068096,4.701768,100.440973,pigeonpeas
39,63,22,34.133301,64.320931,7.492885,116.564613,pigeonpeas
16,65,16,18.448518,44.417073,6.851215,152.279876,pigeonpeas
22,71,17,18.287629,60.574135,6.371229,173.853289,pigeonpeas
15,75,21,29.267907,54.984562,7.0933,154.563016,pigeonpeas
29,79,22,26.845876,58.29588,5.667691,115.176301,pigeonpeas
29,78,24,24.838106,51.107099,5.134908,199.519422,pigeonpeas
39,71,23,32.302003,53.726329,4.660044,140.024078,pigeonpeas
31,71,18,36.83384,36.694281,6.001078,165.997237,pigeonpeas
32,71,17,21.124131,55.437613,6.297906,109.729161,pigeonpeas
32,66,21,34.747342,36.789137,4.557435,175.701285,pigeonpeas
30,72,23,34.056219,68.436806,6.107805,143.73452,pigeonpeas
25,58,20,23.54025,66.8523,6.249572,155.21242,pigeonpeas
23,56,15,26.466703,33.382615,6.320541,186.907031,pigeonpeas
37,71,17,35.259937,65.443737,5.089961,171.116869,pigeonpeas
22,55,24,24.240208,62.434147,7.484835,73.802218,mothbeans
26,56,15,26.682232,41.675413,9.742196,66.763826,mothbeans
36,58,15,27.084781,41.775872,4.849076,40.32146,mothbeans
26,41,16,25.339929,43.681889,9.727692,64.168163,mothbeans
39,45,17,30.386346,48.156348,5.416054,40.46277,mothbeans
18,41,18,29.391954,41.564121,4.847244,66.406064,mothbeans
18,43,23,25.239402,42.068421,6.601043,43.608878,mothbeans
29,55,16,28.645593,52.637719,4.422104,58.079932,mothbeans
21,47,15,27.676672,47.661587,8.76324,32.564043,mothbeans
25,46,22,28.594301,56.680308,8.473115,68.799134,mothbeans
22,48,23,31.915609,62.237983,5.87739,38.782493,mothbeans
27,53,19,27.865447,60.955761,5.812984,68.69076,mothbeans
25,43,19,30.099576,43.150051,4.757083,72.815017,mothbeans
19,49,20,27.916996,56.118631,4.970891,54.869802,mothbeans
24,51,16,28.567019,44.631759,5.283316,39.841941,mothbeans
19,55,17,31.41699,64.248163,7.156067,36.435051,mothbeans
24,54,18,24.696138,53.919623,8.908773,65.816687,mothbeans
19,51,17,25.74566,61.851794,5.097881,41.846131,mothbeans
15,56,22,29.018631,58.756644,4.473111,50.624562,mothbeans
23,37,19,31.365917,41.001478,5.36535,39.339342,mothbeans
20,57,19,27.730395,59.014391,4.48875,51.926941,mothbeans
25,49,24,30.155591,49.946643,8.79634,37.681876,mothbeans
15,40,18,28.084646,55.378229,9.327877,52.94343,mothbeans
27,36,15,28.40928,50.954465,8.870755,37.230581,mothbeans
15,46,17,24.396915,58.114957,4.214195,57.374378,mothbeans
22,39,18,30.411566,49.802339,8.304926,35.646883,mothbeans
34,40,21,28.526252,63.228618,5.978864,32.977433,mothbeans
15,55,20,30.201952,45.86064,5.708536,31.354674,mothbeans
39,51,24,26.123971,55.28659,7.8424,44.289737,mothbeans
36,58,23,29.912536,46.936617,5.302343,73.351214,mothbeans
15,52,22,28.981516,64.752721,5.496028,45.298734,mothbeans
16,46,17,26.747094,60.864295,9.487101,38.357988,mothbeans
24,58,15,24.738884,44.069775,7.309362,36.771252,mothbeans
39,46,20,25.973269,51.774006,7.736247,63.802971,mothbeans
33,49,24,30.539263,58.926203,3.855875,30.309508,mothbeans
20,51,19,27.21925,62.114672,9.231602,70.912887,mothbeans
22,52,17,25.524879,44.615811,5.689489,49.348093,mothbeans
35,37,22,28.251639,47.198634,6.654045,43.497393,mothbeans
29,45,16,24.932665,53.667392,9.275443,45.478096,mothbeans
33,51,24,30.567848,54.165131,7.704995,70.427391,mothbeans
24,43,15,30.612409,60.024518,4.168509,55.958582,mothbeans
26,37,24,25.717567,41.680855,7.307023,63.249,mothbeans
15,51,20,24.82612,44.313097,7.135036,43.336093,mothbeans
38,55,24,26.077367,64.243091,6.259897,45.638346,mothbeans
16,36,21,27.663432,45.663041,7.42941,41.378615,mothbeans
29,43,23,30.565569,51.93376,5.745242,46.315191,mothbeans
35,43,17,24.677507,51.667328,6.585645,67.840892,mothbeans
20,44,23,30.588989,49.615277,6.438394,43.647865,mothbeans
38,37,24,29.470932,53.289304,3.709018,51.401829,mothbeans
25,39,21,31.769207,54.05472,8.074421,33.08027,mothbeans
25,37,21,31.507857,56.544443,3.99154,45.959979,mothbeans
28,45,23,30.517368,55.295776,5.890131,41.490137,mothbeans
17,43,19,29.406583,56.453996,3.948692,47.786669,mothbeans
19,38,23,24.335322,50.479572,4.576503,69.56986,mothbeans
28,40,20,29.851891,63.95295,4.910854,69.87818,mothbeans
38,57,21,29.038565,50.080266,8.315346,53.908231,mothbeans
31,45,22,30.595772,43.660906,8.83075,54.313344,mothbeans
36,45,18,31.320486,46.279232,8.902959,51.780926,mothbeans
27,42,20,26.60169,40.981735,5.240791,30.287057,mothbeans
39,59,18,29.826967,48.645152,7.794996,66.244352,mothbeans
38,45,22,26.127428,64.758308,3.664925,57.158796,mothbeans
31,52,16,31.508238,44.529582,7.485622,40.020424,mothbeans
22,48,19,25.281805,44.27341,6.176127,64.077734,mothbeans
37,37,18,24.801965,40.414812,7.735,57.110225,mothbeans
19,40,15,30.679578,64.367265,4.366941,40.416385,mothbeans
36,58,19,24.40498,40.984796,7.173279,47.68028,mothbeans
15,49,15,30.298976,47.660821,3.757651,56.47585,mothbeans
24,59,20,26.201913,57.735972,5.237549,70.690948,mothbeans
24,48,15,27.40897,60.809088,8.656152,40.094335,mothbeans
20,55,24,24.762887,51.251466,5.659707,69.18098,mothbeans
17,40,22,24.410351,52.313385,6.329485,45.048053,mothbeans
24,48,16,28.575967,60.135808,8.36503,36.925496,mothbeans
18,41,18,27.267645,56.99243,3.862755,31.560272,mothbeans
24,52,16,29.132036,46.495703,9.170951,70.306047,mothbeans
22,40,19,25.924253,56.809596,8.786814,60.289146,mothbeans
35,44,16,29.903608,49.011863,7.796133,42.178977,mothbeans
17,59,16,31.907368,64.431998,8.580436,59.674033,mothbeans
29,56,17,27.74145,55.484749,6.131619,49.23689,mothbeans
23,49,23,25.612227,63.360826,7.910161,67.047295,mothbeans
28,54,15,30.547043,41.003471,9.195446,74.638324,mothbeans
22,40,22,26.024211,61.63906,4.158193,35.667984,mothbeans
39,51,23,26.594635,56.912094,7.303148,57.141755,mothbeans
32,49,19,26.207382,59.214533,4.948144,61.155944,mothbeans
20,50,22,25.749711,41.498583,4.338232,57.269864,mothbeans
36,36,22,26.730549,51.963209,9.444701,44.938718,mothbeans
26,35,15,26.068733,40.696306,7.540802,49.187926,mothbeans
28,39,17,29.310596,64.132568,3.822667,70.067294,mothbeans
29,49,20,24.555153,42.246921,7.345837,45.343136,mothbeans
37,45,16,29.717751,47.333836,6.86301,61.402475,mothbeans
37,54,21,29.437065,63.648116,5.393274,30.050044,mothbeans
21,40,21,29.069693,54.836535,3.603958,62.795012,mothbeans
23,51,20,26.741847,43.364407,4.104281,67.418325,mothbeans
37,51,16,27.216218,58.22348,8.490854,35.319838,mothbeans
15,52,18,26.035851,40.322437,6.957916,68.301783,mothbeans
38,49,20,24.680451,53.72182,5.931866,57.321088,mothbeans
24,41,15,26.519348,42.416121,4.63214,74.430127,mothbeans
26,48,23,31.964551,54.567861,8.699832,44.712346,mothbeans
22,45,21,29.457534,47.880986,4.352544,58.457832,mothbeans
18,49,21,29.604892,58.836803,9.0863,52.498155,mothbeans
33,50,16,24.205517,47.113535,6.335416,57.769767,mothbeans
36,39,16,29.89044,81.080446,6.678491,49.639093,mungbean
28,37,15,27.31645,85.855877,6.744345,40.84352,mungbean
30,55,15,28.49439,86.893104,6.452312,42.694273,mungbean
30,57,23,28.749391,87.302217,6.564822,51.024138,mungbean
26,39,22,28.669394,83.586216,7.111339,35.523353,mungbean
22,36,22,29.106322,83.313522,6.875663,44.898431,mungbean
33,46,19,29.80419,82.508791,6.320447,49.613578,mungbean
39,44,15,28.017916,85.059317,6.361923,51.452555,mungbean
39,46,18,28.202113,81.151462,7.083274,45.370641,mungbean
24,51,19,28.9447,80.614463,7.013723,58.512599,mungbean
31,58,16,28.432249,86.018067,6.781737,45.036544,mungbean
23,38,18,27.487982,87.343657,6.408831,36.464133,mungbean
28,49,23,28.730945,83.454809,7.003012,48.506972,mungbean
16,49,24,28.188938,82.963258,6.343469,38.786138,mungbean
25,49,15,29.818706,87.551336,6.786624,55.710967,mungbean
17,46,21,29.485959,87.834696,6.477069,58.522004,mungbean
18,56,24,27.531461,87.220661,6.240286,45.135571,mungbean
27,49,24,29.016752,84.81278,7.009675,58.763321,mungbean
15,59,15,29.44316,82.803348,6.33218,45.996391,mungbean
31,44,15,28.798383,89.024033,6.583215,40.408319,mungbean
26,36,23,29.479022,85.880005,6.553103,54.994584,mungbean
28,55,21,29.353216,85.98563,6.614141,58.948646,mungbean
28,50,17,28.876952,85.716076,6.384838,36.489677,mungbean
30,54,20,27.680318,86.66522,6.280106,46.045843,mungbean
19,39,17,28.160121,80.511502,6.597793,47.792686,mungbean
27,44,23,27.43598,85.056967,6.262041,36.778892,mungbean
29,49,23,28.673621,89.59791,6.248695,37.450192,mungbean
16,39,20,28.936717,80.455852,7.145971,56.054134,mungbean
22,36,16,27.380833,81.232838,6.718562,41.146186,mungbean
23,59,21,29.846942,81.425566,6.582139,48.868295,mungbean
16,35,21,28.925459,84.107888,6.689644,45.386075,mungbean
15,43,16,27.295273,89.567204,6.79936,53.216407,mungbean
22,44,17,27.290897,81.790316,6.997514,51.938645,mungbean
28,46,24,27.218205,82.806008,6.549938,54.560645,mungbean
39,41,23,29.491868,82.246574,6.599333,45.241822,mungbean
39,39,22,28.002578,87.308703,6.620011,49.458994,mungbean
35,55,23,27.178852,86.920506,6.339987,45.395464,mungbean
28,45,20,29.989579,81.352173,6.875456,44.900024,mungbean
18,38,24,29.638804,89.07042,7.191533,40.207885,mungbean
23,51,19,28.255169,83.578112,6.793781,49.389836,mungbean
19,46,20,28.710861,82.101072,6.942271,35.629977,mungbean
23,54,20,27.783487,86.949531,6.767391,54.90609,mungbean
33,50,19,27.399546,82.61333,6.619099,49.982482,mungbean
27,42,15,28.488718,82.85626,6.934608,35.598657,mungbean
29,58,16,28.414948,80.91422,6.825682,48.763292,mungbean
25,48,23,27.588883,80.225645,7.061665,49.427927,mungbean
37,49,23,28.28902,87.498599,7.113041,49.303074,mungbean
19,41,16,27.740571,83.064154,6.755134,49.699791,mungbean
25,50,15,27.263365,81.718295,6.718077,40.349867,mungbean
22,45,23,27.041586,86.493788,6.868877,54.966395,mungbean
38,35,16,29.658514,84.585186,6.764591,51.57568,mungbean
31,58,24,29.160472,82.872212,7.079752,36.230523,mungbean
20,57,17,27.661953,81.381253,7.059112,47.501456,mungbean
31,40,22,29.280017,83.12598,6.610683,40.242257,mungbean
39,51,24,27.910157,87.818909,6.965859,52.291391,mungbean
39,44,16,29.015127,87.293098,6.775061,40.170447,mungbean
27,42,19,28.935656,87.452147,6.432225,45.133134,mungbean
21,39,22,29.727758,83.702322,6.951279,57.424882,mungbean
36,39,24,28.130029,83.392407,6.262431,47.154341,mungbean
17,41,18,29.426479,88.754887,6.502466,56.467453,mungbean
36,54,16,29.070969,89.450241,6.88254,43.290421,mungbean
27,51,20,27.359859,83.12064,7.002396,56.535451,mungbean
18,58,18,28.986941,87.518251,7.011946,58.643743,mungbean
22,56,16,29.115123,87.419777,6.877723,41.307868,mungbean
36,39,15,29.152395,84.754757,7.049098,44.584929,mungbean
19,55,20,27.567587,87.20384,6.711114,50.107825,mungbean
26,55,23,29.128166,81.054014,7.038854,51.775325,mungbean
32,44,23,29.176115,81.125905,6.607778,57.159509,mungbean
16,59,21,28.894128,82.705593,6.448792,58.551455,mungbean
22,54,18,27.417762,80.107153,6.744257,59.39447,mungbean
24,43,18,28.561632,84.406649,7.079915,47.63802,mungbean
27,38,24,27.749919,80.733641,6.863146,49.884159,mungbean
25,45,22,27.587138,88.202533,6.848747,45.474244,mungbean
26,41,22,28.538624,83.208545,6.79605,59.893361,mungbean
25,58,18,27.164198,82.042421,6.618695,40.490873,mungbean
15,57,23,29.226877,81.678146,6.320364,36.690119,mungbean
33,58,19,27.357422,85.123928,6.548832,44.370623,mungbean
30,52,16,27.106771,89.943303,6.432728,36.345763,mungbean
19,35,18,29.407205,83.412444,6.644183,51.889669,mungbean
27,56,23,27.029732,87.780463,6.660734,59.721014,mungbean
27,59,22,27.745815,85.38395,7.192136,56.438265,mungbean
17,52,18,27.020947,84.03481,6.434754,55.471732,mungbean
23,55,15,27.923457,82.411652,6.433567,36.704665,mungbean
19,48,17,28.252184,83.768669,7.075905,57.632475,mungbean
27,43,16,29.860209,80.602269,6.49765,42.451655,mungbean
23,39,22,27.367494,86.349067,6.323846,36.763391,mungbean
37,39,23,28.633893,80.778565,7.155448,41.174029,mungbean
36,39,23,27.039686,85.117805,6.969443,58.369888,mungbean
37,55,23,27.597659,82.841843,6.488969,44.426348,mungbean
24,48,16,29.07374,81.675665,6.510308,47.583628,mungbean
34,53,21,27.46732,85.470453,6.287447,44.434079,mungbean
25,35,17,29.866948,89.536326,6.552327,36.077503,mungbean
19,44,24,27.423597,87.635158,6.308683,59.531439,mungbean
24,54,18,28.883007,81.920161,6.346021,58.451603,mungbean
37,57,21,29.424805,80.690369,6.534789,42.842578,mungbean
30,43,16,28.789401,88.143839,6.582123,38.306718,mungbean
19,40,17,28.928385,86.009455,6.89608,44.06255,mungbean
35,40,19,29.402816,81.801586,6.309863,57.092099,mungbean
23,52,15,29.070141,83.161013,6.255741,50.245319,mungbean
21,44,15,27.44149,82.979772,6.28976,57.770657,mungbean
35,67,16,28.076791,69.260596,6.710203,74.487485,blackgram
40,73,20,33.844787,65.539933,7.194927,62.93187,blackgram
39,77,18,28.720823,67.598237,6.940471,74.280937,blackgram
53,69,23,25.496059,62.570627,7.104547,63.404678,blackgram
53,77,19,28.421326,69.615507,7.078308,67.335726,blackgram
43,77,20,32.621746,68.118067,6.944404,66.505415,blackgram
56,64,22,34.409923,66.232104,7.464115,72.07646,blackgram
56,64,15,29.018763,66.737562,7.085456,71.234447,blackgram
43,70,16,32.493694,65.45696,6.765284,64.378668,blackgram
53,67,17,34.672712,67.15125,7.744275,66.406576,blackgram
46,77,20,32.072789,62.521729,7.080744,61.851748,blackgram
40,55,15,34.772838,62.423537,7.362304,72.586495,blackgram
48,58,22,31.002514,67.312506,7.500671,74.631156,blackgram
49,63,21,25.684407,68.973973,6.655195,64.917643,blackgram
55,69,18,29.734357,68.545474,6.942006,73.044745,blackgram
37,74,23,26.818177,64.303465,6.71515,70.599062,blackgram
48,70,16,27.117459,60.414973,6.918688,68.39617,blackgram
56,71,19,34.531201,67.192452,7.709215,67.91382,blackgram
41,56,22,26.21303,63.027751,7.192212,68.466249,blackgram
50,59,18,31.171942,69.698189,7.44592,73.839056,blackgram
54,69,16,31.666857,66.233796,7.28321,67.346788,blackgram
48,63,20,26.975559,68.051744,6.74151,61.274494,blackgram
45,71,19,27.767541,65.581712,6.951103,73.993015,blackgram
58,67,18,32.371324,60.367129,7.1172,65.044851,blackgram
58,55,20,32.406636,64.85018,6.611024,74.586921,blackgram
47,70,17,29.834981,64.291495,6.597365,61.592405,blackgram
55,60,16,30.049115,67.687471,6.58053,68.652119,blackgram
37,55,15,33.341641,61.179725,6.558697,66.568498,blackgram
56,61,19,25.399225,64.490785,7.250897,68.563606,blackgram
43,62,16,28.667983,60.994947,7.496575,74.494114,blackgram
59,76,21,32.008657,62.852058,7.320002,66.834743,blackgram
47,73,17,28.180396,69.246418,6.573092,67.284514,blackgram
57,70,20,27.497442,63.432755,7.607663,68.388272,blackgram
47,57,15,34.636852,63.769862,7.284177,61.195726,blackgram
52,78,20,26.261153,65.817215,7.496251,66.096248,blackgram
56,71,23,31.235053,61.31288,6.902599,63.026924,blackgram
57,74,21,28.009663,61.840448,7.483386,67.112369,blackgram
40,70,15,28.261703,64.68557,6.692346,74.769817,blackgram
40,58,17,32.690611,64.255057,7.235041,60.315137,blackgram
35,66,23,33.852389,60.867066,7.199872,73.698445,blackgram
44,75,16,34.353945,67.514233,7.723735,70.149259,blackgram
44,78,17,28.321725,67.008084,7.494911,73.941052,blackgram
40,74,22,25.637946,63.872231,6.867595,64.567356,blackgram
59,71,22,34.766176,63.772018,7.542392,66.517964,blackgram
56,59,24,27.187717,63.262205,7.48305,65.906327,blackgram
50,66,22,27.283313,60.58458,6.889908,67.11463,blackgram
39,63,18,25.573918,65.833072,7.649646,62.276144,blackgram
49,71,19,32.010976,64.107315,7.156028,60.110296,blackgram
52,71,15,28.682501,69.790318,7.046958,67.529181,blackgram
57,72,20,32.978047,68.643663,7.093954,67.126625,blackgram
44,79,21,25.832231,68.629596,7.124728,61.031309,blackgram
48,65,23,27.039946,68.264646,7.224995,60.819155,blackgram
59,67,17,29.694068,68.578578,6.896374,62.890146,blackgram
38,62,22,29.716264,62.274816,6.71604,64.990942,blackgram
58,63,24,29.852305,61.791639,7.658482,66.905331,blackgram
52,79,15,25.966946,67.204567,6.866373,62.764521,blackgram
35,55,22,26.344334,64.677206,7.287666,66.425277,blackgram
35,74,15,32.618899,68.933045,7.062692,68.033137,blackgram
46,64,23,33.939335,63.358164,7.299591,73.903613,blackgram
59,67,19,27.786943,69.588719,6.685659,68.697444,blackgram
42,61,19,34.987929,60.549663,7.252104,61.238582,blackgram
38,65,20,27.587924,63.164571,6.613057,64.548297,blackgram
59,78,18,30.708539,69.095954,6.508039,72.160254,blackgram
58,57,16,34.607463,65.375401,6.518456,63.86448,blackgram
46,72,22,34.954215,62.875112,7.199686,67.999853,blackgram
45,59,24,33.533172,64.98333,7.284219,63.408916,blackgram
48,72,20,34.902852,66.113417,6.982266,71.58228,blackgram
39,64,18,29.318071,67.817798,7.129425,71.910217,blackgram
49,63,23,27.382897,62.24383,7.155854,63.912739,blackgram
35,71,20,29.455178,69.669685,7.242559,72.951474,blackgram
38,69,23,30.831058,67.180142,6.983657,61.386743,blackgram
46,64,23,27.439953,69.667342,7.74558,63.714475,blackgram
43,77,24,29.434391,63.20997,7.183922,70.316538,blackgram
41,73,15,25.492945,63.862877,6.959515,64.734498,blackgram
47,63,16,28.094695,69.749043,7.034447,66.670692,blackgram
49,79,17,31.812821,67.159847,7.289522,61.328675,blackgram
51,56,20,32.395812,62.109699,7.594109,60.455307,blackgram
56,66,17,26.337781,69.533072,6.594465,62.986401,blackgram
43,70,20,26.256435,62.89728,6.810377,63.203143,blackgram
45,72,17,28.666789,63.909174,7.769393,74.319995,blackgram
55,61,15,28.169041,62.667945,7.157704,71.665919,blackgram
56,76,18,31.872343,63.128342,6.579177,70.523479,blackgram
35,65,18,31.933775,67.662455,6.895323,72.174405,blackgram
42,66,22,31.929202,69.873685,6.792709,69.934769,blackgram
50,77,16,32.517982,65.682686,6.857066,67.116524,blackgram
43,69,23,30.69305,66.317224,7.174372,60.767483,blackgram
40,67,18,26.817636,65.041328,6.919653,63.871615,blackgram
46,58,24,33.677021,67.076206,6.638078,71.638159,blackgram
55,74,16,31.43908,68.343248,7.250559,69.696111,blackgram
46,68,15,31.38963,60.814472,7.065519,64.389826,blackgram
48,58,21,32.950115,61.633544,6.635607,62.182732,blackgram
56,68,19,26.067118,66.49556,7.628399,72.422788,blackgram
50,56,16,25.49309,62.574792,6.67636,63.900721,blackgram
44,78,21,33.349738,67.103515,6.646254,71.038806,blackgram
41,70,18,34.976723,62.635515,6.86287,73.960084,blackgram
35,72,22,33.363786,69.744393,7.768282,60.979151,blackgram
55,71,21,26.283499,66.501872,7.777227,73.677279,blackgram
45,55,18,33.263903,67.014991,7.097147,60.826523,blackgram
45,66,24,31.410861,63.116529,7.182914,60.99083,blackgram
59,64,19,28.55284,66.825117,7.360902,70.729835,blackgram
21,62,16,24.83265,60.397971,7.035596,52.393918,lentil
37,66,19,16.154538,66.70765,7.460393,39.893101,lentil
25,75,23,18.6477,65.505706,6.265737,37.037575,lentil
37,75,22,15.731495,68.437288,6.732284,41.847902,lentil
28,57,22,23.736526,61.865901,6.257641,38.684973,lentil
16,69,23,15.262473,60.490046,6.988264,51.389914,lentil
23,63,20,19.113193,60.266084,7.296934,47.512998,lentil
29,73,21,18.08823,63.52481,6.139609,37.59714,lentil
31,76,24,24.425207,61.841013,6.100736,51.257019,lentil
29,70,22,25.549158,68.344583,6.006806,49.950413,lentil
36,62,21,19.712431,69.579711,5.963505,46.595857,lentil
19,72,16,18.530749,64.943708,7.638186,39.234287,lentil
18,73,20,28.676777,61.466146,7.127263,39.657583,lentil
18,72,20,26.322412,63.094626,6.751146,43.109434,lentil
39,62,17,20.318223,65.645941,6.379413,53.305799,lentil
21,77,16,24.848441,69.069855,6.220624,54.366539,lentil
26,78,21,19.523803,61.883025,6.477097,36.860348,lentil
18,57,19,26.933676,61.413836,6.147609,47.868579,lentil
19,57,16,28.855971,68.214713,6.572723,48.116415,lentil
28,71,21,24.43101,62.661014,5.974112,44.111336,lentil
37,69,23,29.874365,61.636162,7.214378,48.485871,lentil
39,79,21,18.654222,67.985558,6.103355,50.613986,lentil
37,64,21,21.452141,64.377651,6.489705,50.242592,lentil
38,78,16,28.121155,67.374314,6.380391,36.345692,lentil
21,77,21,25.81582,62.571524,7.266837,35.56243,lentil
24,70,16,27.345054,62.350313,7.139334,43.103943,lentil
29,57,15,28.643466,62.6963,7.457386,54.987006,lentil
20,61,21,29.48173,69.158143,6.855463,50.902206,lentil
18,79,24,17.455934,62.994231,6.090294,40.434352,lentil
35,64,15,20.133383,69.813833,7.096399,43.323219,lentil
19,79,23,19.22216,60.700687,6.007589,37.407563,lentil
29,78,19,27.644182,64.458866,7.246309,49.637455,lentil
19,64,21,16.060449,63.615402,6.916119,54.92449,lentil
26,75,19,26.945861,65.954148,7.584531,43.218851,lentil
30,70,19,17.164681,60.935594,5.931676,52.470685,lentil
20,60,22,19.800242,65.060447,6.208771,54.194914,lentil
36,76,19,26.435418,61.438762,5.916376,35.399459,lentil
29,66,20,15.111947,64.226866,7.26433,43.853874,lentil
33,60,23,23.826469,62.107631,6.349769,47.560609,lentil
35,65,17,28.005174,66.692683,6.751362,44.758004,lentil
20,70,18,29.934678,64.801835,6.823183,46.317036,lentil
37,75,19,25.780489,65.862355,6.835497,38.846315,lentil
26,61,24,20.031102,69.52264,6.912805,47.630888,lentil
28,58,18,16.487192,66.22954,6.749061,50.559699,lentil
20,59,19,28.898781,67.104218,6.695955,45.345443,lentil
17,79,21,19.281061,65.858084,6.108016,54.316733,lentil
19,71,17,25.763421,67.768214,7.179497,47.289989,lentil
37,56,18,18.724312,69.88014,6.639841,49.652254,lentil
32,60,17,19.219268,64.111273,6.345218,35.39303,lentil
36,79,18,20.077603,60.070918,7.192476,51.508798,lentil
18,58,22,24.244361,60.448606,7.082839,41.178354,lentil
24,74,23,21.005349,69.471529,6.672279,50.436721,lentil
27,77,24,16.311252,69.364933,7.468516,50.826214,lentil
20,75,23,19.337255,69.522601,5.994734,37.998185,lentil
28,69,21,15.254537,69.603668,5.984717,37.861239,lentil
15,69,24,24.989207,68.226575,5.925234,45.840306,lentil
26,67,15,25.26653,65.032204,7.353783,44.705813,lentil
18,71,16,28.085918,66.131162,6.198687,54.246761,lentil
27,56,21,18.797984,68.036935,7.453862,54.578947,lentil
27,66,22,16.98706,65.469155,6.93787,36.789462,lentil
25,76,23,16.488565,60.907209,6.399121,52.495321,lentil
18,72,16,24.347068,63.560673,7.398937,39.673809,lentil
30,60,22,28.105171,61.268018,7.546532,46.871505,lentil
18,65,16,25.505218,67.588681,6.101013,45.122797,lentil
35,78,20,29.254188,65.35689,6.648962,51.964063,lentil
27,66,19,27.701775,68.319415,6.666688,41.665997,lentil
27,69,17,26.909326,64.864828,6.534687,37.13642,lentil
20,78,18,17.532889,64.606728,6.483467,35.703185,lentil
23,68,20,20.348384,64.473028,7.734484,42.54697,lentil
21,61,19,26.392802,62.059882,7.247663,35.422996,lentil
25,74,18,23.456057,62.049792,7.309791,36.045582,lentil
36,59,23,20.287939,67.226836,6.506528,53.118233,lentil
18,59,19,16.229077,61.959802,7.693156,54.529793,lentil
24,78,20,19.046137,67.023987,7.151913,54.782506,lentil
21,71,15,16.704691,60.039184,7.798975,51.045474,lentil
34,67,18,17.268964,62.846747,6.614345,50.126202,lentil
28,56,15,16.534983,64.104987,7.673067,47.74805,lentil
35,66,18,16.626006,68.75933,7.388004,38.362362,lentil
27,67,21,29.192803,65.797714,6.926413,36.006459,lentil
16,59,15,26.150293,67.233303,6.158507,51.721578,lentil
18,62,17,20.584606,62.546638,6.829007,43.148158,lentil
39,56,16,15.792388,66.258412,6.003568,51.728795,lentil
27,68,20,17.562206,61.976903,6.505753,46.869928,lentil
20,57,24,15.329727,68.026974,7.397267,40.944282,lentil
18,58,21,24.642099,67.827457,7.681214,48.838547,lentil
18,61,23,18.139591,60.725223,7.236232,43.050527,lentil
38,71,15,29.217849,62.585573,6.540704,43.045208,lentil
16,67,16,21.014555,63.507098,7.368396,51.06341,lentil
18,64,18,17.271157,67.984535,7.243734,38.807636,lentil
24,57,21,16.820579,69.859342,7.383296,42.804771,lentil
29,77,20,17.617477,63.787034,7.501975,47.88426,lentil
31,76,23,28.796889,60.948492,6.933839,49.81019,lentil
33,70,16,26.961308,67.201113,6.063658,44.276196,lentil
19,63,15,21.004948,65.498769,7.077207,48.269807,lentil
35,60,16,27.773058,61.566128,7.752044,51.850765,lentil
27,79,15,19.545986,66.382244,6.565013,53.567451,lentil
16,68,20,24.790922,62.556662,6.592676,51.873611,lentil
